FEEDBACK CUSTOMERS
"orderid","rating"
"ID-2014-63444","4"
"ID-2014-63864","4"
"ID-2014-64025","4"
"ID-2014-64242","4"
"ID-2014-64830","5"
"ID-2014-64914","5"
"ID-2014-64949","4"
"ID-2014-65551","4"
"ID-2014-66174","5"
"ID-2014-67168","4"
"ID-2014-67602","4"
"ID-2014-67644","5"
"ID-2014-67819","4"
"ID-2014-68029","4"
"ID-2014-69338","5"
"ID-2014-71683","5"
"ID-2014-72047","4"
"ID-2014-72579","5"
"ID-2014-73272","4"
"ID-2014-74462","5"
"ID-2014-75190","5"
"ID-2014-76009","5"
"ID-2014-76324","4"
"ID-2014-76380","5"
"ID-2014-76513","4"
"ID-2014-78774","4"
"ID-2014-79313","4"
"ID-2014-80020","4"
"ID-2014-80601","5"
"ID-2014-81259","4"
"ID-2014-81364","5"
"ID-2014-81448","4"
"ID-2014-81819","4"
"ID-2014-81875","5"
"ID-2014-82190","5"
"ID-2014-82309","5"
"ID-2014-82568","4"
"ID-2014-82645","5"
"ID-2014-82862","5"
"ID-2014-83072","4"
"ID-2014-83198","5"
"ID-2014-83219","5"
"ID-2014-83240","5"
"ID-2014-83828","5"
"ID-2014-84164","5"
"ID-2014-84206","5"
"ID-2014-85032","5"
"ID-2014-85228","5"
"ID-2014-85375","4"
"ID-2014-85438","4"
"ID-2014-85655","5"
"ID-2014-85879","5"
"ID-2014-85949","5"
"ID-2014-85970","4"
"ID-2014-86733","4"
"IN-2011-10384","1"
"IN-2011-11021","2"
"IN-2011-11350","1"
"IN-2011-11784","3"
"IN-2011-12547","4"
"IN-2011-12764","1"
"IN-2011-12806","3"
"IN-2011-12890","4"
"IN-2011-12967","4"
"IN-2011-13534","2"
"IN-2011-13632","1"
"IN-2011-14941","3"
"IN-2011-16215","1"
"IN-2011-16418","3"
"IN-2011-16558","2"
"IN-2011-16831","3"
"IN-2011-16985","3"
"IN-2011-17202","3"
"IN-2011-18203","4"
"IN-2011-18959","4"
"IN-2011-19323","1"
"IN-2011-21668","2"
"IN-2011-21983","4"
"IN-2011-22662","2"
"IN-2011-22928","3"
"IN-2011-23187","4"
"IN-2011-23439","4"
"IN-2011-23712","4"
"IN-2011-24062","3"
"IN-2011-24223","3"
"IN-2011-24832","3"
"IN-2011-24986","1"
"IN-2011-25882","4"
"IN-2011-26176","1"
"IN-2011-26967","2"
"IN-2011-27114","4"
"IN-2011-27212","4"
"IN-2011-27471","2"
"IN-2011-27702","2"
"IN-2011-27968","1"
"IN-2011-29067","2"
"IN-2011-29592","3"
"IN-2011-29634","3"
"IN-2011-29781","3"
"IN-2011-29788","3"
"IN-2011-29928","1"
"IN-2011-30306","2"
"IN-2011-30502","3"
"IN-2011-30824","2"
"IN-2011-30985","3"
"IN-2011-31020","2"
"IN-2011-31769","3"
"IN-2011-33414","4"
"IN-2011-33645","4"
"IN-2011-33771","4"
"IN-2011-33904","3"
"IN-2011-34478","3"
"IN-2011-34751","2"
"IN-2011-34800","3"
"IN-2011-35857","3"
"IN-2011-36074","4"
"IN-2011-36494","1"
"IN-2011-36879","1"
"IN-2011-37019","4"
"IN-2011-38349","3"
"IN-2011-39308","3"
"IN-2011-39392","4"
"IN-2011-40155","4"
"IN-2011-40715","2"
"IN-2011-41254","4"
"IN-2011-41394","4"
"IN-2011-42024","4"
"IN-2011-42591","1"
"IN-2011-42619","4"
"IN-2011-42892","3"
"IN-2011-43298","4"
"IN-2011-43599","2"
"IN-2011-44670","1"
"IN-2011-45041","3"
"IN-2011-45048","4"
"IN-2011-45538","1"
"IN-2011-45552","1"
"IN-2011-46070","4"
"IN-2011-46322","2"
"IN-2011-46581","1"
"IN-2011-48009","2"
"IN-2011-48107","1"
"IN-2011-49234","2"
"IN-2011-49507","4"
"IN-2011-49752","1"
"IN-2011-50060","2"
"IN-2011-50613","2"
"IN-2011-50774","2"
"IN-2011-51117","3"
"IN-2011-51215","3"
"IN-2011-51390","1"
"IN-2011-51523","3"
"IN-2011-51530","4"
"IN-2011-51586","2"
"IN-2011-51992","2"
"IN-2011-52146","2"
"IN-2011-52153","3"
"IN-2011-52300","1"
"IN-2011-52426","3"
"IN-2011-52587","1"
"IN-2011-52748","2"
"IN-2011-53217","1"
"IN-2011-53322","4"
"IN-2011-53336","2"
"IN-2011-53469","3"
"IN-2011-53770","1"
"IN-2011-54169","2"
"IN-2011-54190","3"
"IN-2011-54302","2"
"IN-2011-54435","3"
"IN-2011-54575","3"
"IN-2011-55037","3"
"IN-2011-55079","3"
"IN-2011-55429","3"
"IN-2011-55884","3"
"IN-2011-55919","1"
"IN-2011-56213","2"
"IN-2011-56451","3"
"IN-2011-56738","4"
"IN-2011-56878","3"
"IN-2011-57109","4"
"IN-2011-57704","4"
"IN-2011-58341","4"
"IN-2011-58544","4"
"IN-2011-58950","2"
"IN-2011-59328","3"
"IN-2011-59510","2"
"IN-2011-59685","2"
"IN-2011-59993","2"
"IN-2011-60322","4"
"IN-2011-60791","1"
"IN-2011-61302","4"
"IN-2011-61778","1"
"IN-2011-62184","1"
"IN-2011-62310","1"
"IN-2011-62583","3"
"IN-2011-62891","4"
"IN-2011-64466","3"
"IN-2011-64557","1"
"IN-2011-66629","3"
"IN-2011-66678","2"
"IN-2011-67021","2"
"IN-2011-67049","1"
"IN-2011-67616","1"
"IN-2011-67784","2"
"IN-2011-67840","4"
"IN-2011-68120","1"
"IN-2011-68302","1"
"IN-2011-68904","2"
"IN-2011-69177","3"
"IN-2011-69443","3"
"IN-2011-69450","1"
"IN-2011-69912","2"
"IN-2011-70570","2"
"IN-2011-70850","2"
"IN-2011-70864","1"
"IN-2011-71060","1"
"IN-2011-71634","1"
"IN-2011-72215","1"
"IN-2011-72334","3"
"IN-2011-72411","2"
"IN-2011-72467","4"
"IN-2011-72614","2"
"IN-2011-73055","3"
"IN-2011-73160","1"
"IN-2011-73419","3"
"IN-2011-73671","1"
"IN-2011-73734","1"
"IN-2011-73867","2"
"IN-2011-74070","3"
"IN-2011-75218","4"
"IN-2011-75498","2"
"IN-2011-75526","4"
"IN-2011-75540","4"
"IN-2011-75547","4"
"IN-2011-75722","4"
"IN-2011-75890","3"
"IN-2011-76338","1"
"IN-2011-76394","4"
"IN-2011-76625","3"
"IN-2011-76842","4"
"IN-2011-77542","4"
"IN-2011-77549","3"
"IN-2011-78263","1"
"IN-2011-78823","4"
"IN-2011-79663","3"
"IN-2011-80167","3"
"IN-2011-81028","1"
"IN-2011-81308","1"
"IN-2011-83107","2"
"IN-2011-83513","1"
"IN-2011-83583","4"
"IN-2011-83877","4"
"IN-2011-85130","4"
"IN-2011-85284","4"
"IN-2011-85459","2"
"IN-2011-85718","2"
"IN-2011-85725","3"
"IN-2011-85991","3"
"IN-2011-86103","2"
"IN-2012-10013","4"
"IN-2012-10125","2"
"IN-2012-10209","4"
"IN-2012-11014","4"
"IN-2012-11217","2"
"IN-2012-12071","4"
"IN-2012-13380","2"
"IN-2012-13933","2"
"IN-2012-14640","4"
"IN-2012-14871","2"
"IN-2012-16005","2"
"IN-2012-16845","1"
"IN-2012-16873","1"
"IN-2012-17209","3"
"IN-2012-17363","2"
"IN-2012-17398","2"
"IN-2012-17727","3"
"IN-2012-17783","1"
"IN-2012-17888","2"
"IN-2012-18035","1"
"IN-2012-18469","3"
"IN-2012-18546","4"
"IN-2012-18588","1"
"IN-2012-19043","4"
"IN-2012-20597","3"
"IN-2012-21339","2"
"IN-2012-21507","3"
"IN-2012-22914","3"
"IN-2012-23957","4"
"IN-2012-23999","1"
"IN-2012-24097","3"
"IN-2012-24132","2"
"IN-2012-24230","4"
"IN-2012-24783","3"
"IN-2012-24867","2"
"IN-2012-25231","3"
"IN-2012-25238","4"
"IN-2012-25413","1"
"IN-2012-25910","4"
"IN-2012-26099","4"
"IN-2012-27562","3"
"IN-2012-27583","1"
"IN-2012-27590","1"
"IN-2012-27597","2"
"IN-2012-28668","3"
"IN-2012-29130","4"
"IN-2012-29228","1"
"IN-2012-29459","3"
"IN-2012-29487","3"
"IN-2012-30117","4"
"IN-2012-30145","3"
"IN-2012-30572","1"
"IN-2012-31762","4"
"IN-2012-32105","1"
"IN-2012-32175","1"
"IN-2012-32280","1"
"IN-2012-32343","4"
"IN-2012-32882","1"
"IN-2012-33064","4"
"IN-2012-33162","3"
"IN-2012-33218","2"
"IN-2012-33470","2"
"IN-2012-34324","4"
"IN-2012-35668","4"
"IN-2012-36053","3"
"IN-2012-36067","1"
"IN-2012-36088","1"
"IN-2012-36123","2"
"IN-2012-36410","2"
"IN-2012-36487","4"
"IN-2012-36655","4"
"IN-2012-37054","3"
"IN-2012-37467","1"
"IN-2012-37586","1"
"IN-2012-37957","1"
"IN-2012-38622","3"
"IN-2012-38713","2"
"IN-2012-38958","1"
"IN-2012-39000","1"
"IN-2012-39651","4"
"IN-2012-40148","2"
"IN-2012-40253","4"
"IN-2012-40449","2"
"IN-2012-40638","3"
"IN-2012-40813","2"
"IN-2012-40820","3"
"IN-2012-40848","3"
"IN-2012-40897","4"
"IN-2012-40946","4"
"IN-2012-41107","4"
"IN-2012-41261","2"
"IN-2012-41590","4"
"IN-2012-42094","2"
"IN-2012-42367","1"
"IN-2012-42668","1"
"IN-2012-42766","2"
"IN-2012-42983","3"
"IN-2012-43081","4"
"IN-2012-43165","4"
"IN-2012-43291","1"
"IN-2012-44096","4"
"IN-2012-44180","1"
"IN-2012-44194","2"
"IN-2012-44390","3"
"IN-2012-44474","2"
"IN-2012-44705","1"
"IN-2012-45279","1"
"IN-2012-45909","3"
"IN-2012-46042","4"
"IN-2012-46259","1"
"IN-2012-46560","2"
"IN-2012-46903","4"
"IN-2012-46952","4"
"IN-2012-47316","4"
"IN-2012-47813","3"
"IN-2012-48317","1"
"IN-2012-48366","1"
"IN-2012-48618","2"
"IN-2012-49346","2"
"IN-2012-49731","2"
"IN-2012-49983","4"
"IN-2012-50823","4"
"IN-2012-50935","3"
"IN-2012-51495","1"
"IN-2012-53357","4"
"IN-2012-54113","4"
"IN-2012-54134","3"
"IN-2012-54358","3"
"IN-2012-55485","4"
"IN-2012-55527","3"
"IN-2012-55618","3"
"IN-2012-55751","4"
"IN-2012-55786","2"
"IN-2012-56003","2"
"IN-2012-56073","4"
"IN-2012-56857","3"
"IN-2012-57242","3"
"IN-2012-57424","1"
"IN-2012-58432","3"
"IN-2012-58621","4"
"IN-2012-58754","2"
"IN-2012-58817","1"
"IN-2012-60693","3"
"IN-2012-60714","4"
"IN-2012-61918","3"
"IN-2012-63080","4"
"IN-2012-63395","4"
"IN-2012-63759","2"
"IN-2012-63878","4"
"IN-2012-64081","4"
"IN-2012-64221","3"
"IN-2012-64424","3"
"IN-2012-64872","1"
"IN-2012-65747","2"
"IN-2012-65880","3"
"IN-2012-65894","4"
"IN-2012-67490","1"
"IN-2012-67931","1"
"IN-2012-69044","2"
"IN-2012-69072","4"
"IN-2012-69436","4"
"IN-2012-69625","4"
"IN-2012-69744","1"
"IN-2012-69926","2"
"IN-2012-70619","1"
"IN-2012-71088","3"
"IN-2012-71284","4"
"IN-2012-72040","2"
"IN-2012-72089","4"
"IN-2012-73216","3"
"IN-2012-73510","1"
"IN-2012-74049","3"
"IN-2012-74210","2"
"IN-2012-74966","2"
"IN-2012-75099","2"
"IN-2012-75134","3"
"IN-2012-76030","3"
"IN-2012-76471","2"
"IN-2012-76926","4"
"IN-2012-77185","4"
"IN-2012-78123","2"
"IN-2012-78305","4"
"IN-2012-78403","3"
"IN-2012-78879","1"
"IN-2012-79418","1"
"IN-2012-79439","2"
"IN-2012-80258","1"
"IN-2012-80783","1"
"IN-2012-81623","3"
"IN-2012-82372","1"
"IN-2012-82918","3"
"IN-2012-83254","1"
"IN-2012-83464","2"
"IN-2012-84360","1"
"IN-2012-84451","4"
"IN-2012-84766","4"
"IN-2012-85389","1"
"IN-2012-85627","4"
"IN-2012-86880","1"
"IN-2012-86936","2"
"IN-2013-10027","4"
"IN-2013-10097","5"
"IN-2013-11063","5"
"IN-2013-11168","4"
"IN-2013-11357","5"
"IN-2013-11448","3"
"IN-2013-11518","5"
"IN-2013-11721","4"
"IN-2013-11938","4"
"IN-2013-12106","5"
"IN-2013-12183","5"
"IN-2013-12204","3"
"IN-2013-12218","5"
"IN-2013-12407","3"
"IN-2013-12610","5"
"IN-2013-12729","4"
"IN-2013-13401","5"
"IN-2013-13583","3"
"IN-2013-13681","5"
"IN-2013-14192","3"
"IN-2013-14409","5"
"IN-2013-14437","4"
"IN-2013-14472","3"
"IN-2013-14759","5"
"IN-2013-14899","5"
"IN-2013-15046","4"
"IN-2013-15865","4"
"IN-2013-16516","5"
"IN-2013-16544","3"
"IN-2013-17048","3"
"IN-2013-17139","4"
"IN-2013-17146","4"
"IN-2013-17482","3"
"IN-2013-17545","3"
"IN-2013-17699","4"
"IN-2013-17734","4"
"IN-2013-17853","5"
"IN-2013-17958","4"
"IN-2013-18021","3"
"IN-2013-18175","3"
"IN-2013-18707","5"
"IN-2013-19316","5"
"IN-2013-19337","4"
"IN-2013-19400","5"
"IN-2013-19428","5"
"IN-2013-19568","5"
"IN-2013-19582","4"
"IN-2013-20107","3"
"IN-2013-20303","4"
"IN-2013-20450","3"
"IN-2013-20723","5"
"IN-2013-20912","4"
"IN-2013-21381","4"
"IN-2013-21479","4"
"IN-2013-21535","4"
"IN-2013-22571","5"
"IN-2013-22578","4"
"IN-2013-22760","5"
"IN-2013-22823","5"
"IN-2013-23019","5"
"IN-2013-24202","4"
"IN-2013-24300","5"
"IN-2013-24552","4"
"IN-2013-24762","5"
"IN-2013-25042","3"
"IN-2013-25245","3"
"IN-2013-25574","5"
"IN-2013-25763","5"
"IN-2013-25805","4"
"IN-2013-25924","3"
"IN-2013-26519","3"
"IN-2013-26799","5"
"IN-2013-27156","4"
"IN-2013-27247","4"
"IN-2013-27492","4"
"IN-2013-28094","5"
"IN-2013-28164","4"
"IN-2013-28297","3"
"IN-2013-28325","4"
"IN-2013-28542","5"
"IN-2013-28591","3"
"IN-2013-29305","4"
"IN-2013-29340","5"
"IN-2013-29676","4"
"IN-2013-29879","3"
"IN-2013-30138","4"
"IN-2013-30194","3"
"IN-2013-30460","3"
"IN-2013-30467","3"
"IN-2013-31307","4"
"IN-2013-31650","5"
"IN-2013-32063","5"
"IN-2013-33596","3"
"IN-2013-33883","5"
"IN-2013-34058","4"
"IN-2013-34135","5"
"IN-2013-34142","4"
"IN-2013-34170","3"
"IN-2013-34198","5"
"IN-2013-34366","5"
"IN-2013-34457","3"
"IN-2013-34583","3"
"IN-2013-34835","3"
"IN-2013-34940","4"
"IN-2013-35304","3"
"IN-2013-35339","4"
"IN-2013-35388","4"
"IN-2013-35745","5"
"IN-2013-35787","5"
"IN-2013-35822","4"
"IN-2013-35878","3"
"IN-2013-36130","4"
"IN-2013-36802","3"
"IN-2013-36837","3"
"IN-2013-37747","4"
"IN-2013-37754","4"
"IN-2013-37761","5"
"IN-2013-37796","3"
"IN-2013-37810","5"
"IN-2013-37852","3"
"IN-2013-38125","5"
"IN-2013-38405","3"
"IN-2013-38979","4"
"IN-2013-39231","4"
"IN-2013-39455","5"
"IN-2013-39833","5"
"IN-2013-40477","5"
"IN-2013-40687","4"
"IN-2013-41079","3"
"IN-2013-41534","3"
"IN-2013-41569","5"
"IN-2013-41681","5"
"IN-2013-42087","4"
"IN-2013-42871","3"
"IN-2013-43879","5"
"IN-2013-44033","4"
"IN-2013-44432","5"
"IN-2013-45237","4"
"IN-2013-45307","4"
"IN-2013-45720","3"
"IN-2013-46896","3"
"IN-2013-47197","3"
"IN-2013-47708","3"
"IN-2013-47722","5"
"IN-2013-47729","5"
"IN-2013-48128","4"
"IN-2013-48765","4"
"IN-2013-49024","4"
"IN-2013-49199","4"
"IN-2013-49227","5"
"IN-2013-49297","4"
"IN-2013-49367","3"
"IN-2013-50074","3"
"IN-2013-50753","3"
"IN-2013-51264","3"
"IN-2013-51285","4"
"IN-2013-51292","5"
"IN-2013-51502","4"
"IN-2013-51775","3"
"IN-2013-52419","3"
"IN-2013-52566","5"
"IN-2013-52573","5"
"IN-2013-52972","3"
"IN-2013-53476","4"
"IN-2013-53742","5"
"IN-2013-53763","3"
"IN-2013-53987","4"
"IN-2013-54673","5"
"IN-2013-55051","4"
"IN-2013-55205","5"
"IN-2013-55772","5"
"IN-2013-55814","3"
"IN-2013-56031","5"
"IN-2013-56227","3"
"IN-2013-56283","5"
"IN-2013-56388","4"
"IN-2013-56689","4"
"IN-2013-57186","3"
"IN-2013-57774","3"
"IN-2013-57865","5"
"IN-2013-57914","4"
"IN-2013-58334","3"
"IN-2013-58747","5"
"IN-2013-58915","5"
"IN-2013-59216","3"
"IN-2013-59748","3"
"IN-2013-59755","3"
"IN-2013-60007","4"
"IN-2013-60182","4"
"IN-2013-60308","4"
"IN-2013-60546","5"
"IN-2013-60812","5"
"IN-2013-60868","3"
"IN-2013-61232","5"
"IN-2013-61288","5"
"IN-2013-62128","3"
"IN-2013-62282","4"
"IN-2013-62429","4"
"IN-2013-62443","4"
"IN-2013-62527","5"
"IN-2013-63486","4"
"IN-2013-63633","3"
"IN-2013-63738","3"
"IN-2013-63829","5"
"IN-2013-64452","4"
"IN-2013-64984","3"
"IN-2013-65075","5"
"IN-2013-65145","5"
"IN-2013-65950","3"
"IN-2013-66265","3"
"IN-2013-67364","3"
"IN-2013-67469","3"
"IN-2013-67896","5"
"IN-2013-68449","3"
"IN-2013-68456","5"
"IN-2013-68708","4"
"IN-2013-69121","5"
"IN-2013-69128","4"
"IN-2013-69240","3"
"IN-2013-69961","3"
"IN-2013-71249","4"
"IN-2013-71354","5"
"IN-2013-71753","4"
"IN-2013-72901","5"
"IN-2013-72950","5"
"IN-2013-73104","3"
"IN-2013-73188","4"
"IN-2013-73237","4"
"IN-2013-73293","3"
"IN-2013-73342","5"
"IN-2013-73412","5"
"IN-2013-73748","5"
"IN-2013-74182","4"
"IN-2013-74952","4"
"IN-2013-75001","3"
"IN-2013-75106","4"
"IN-2013-75477","3"
"IN-2013-75897","3"
"IN-2013-76275","3"
"IN-2013-76646","3"
"IN-2013-76828","3"
"IN-2013-77437","3"
"IN-2013-77577","5"
"IN-2013-77766","3"
"IN-2013-78004","4"
"IN-2013-78165","3"
"IN-2013-78389","4"
"IN-2013-78480","3"
"IN-2013-78606","3"
"IN-2013-78683","4"
"IN-2013-78907","3"
"IN-2013-79390","3"
"IN-2013-79929","5"
"IN-2013-79978","3"
"IN-2013-80202","3"
"IN-2013-80594","4"
"IN-2013-81560","4"
"IN-2013-81616","4"
"IN-2013-81665","4"
"IN-2013-82323","4"
"IN-2013-82519","5"
"IN-2013-82554","3"
"IN-2013-82603","4"
"IN-2013-83352","5"
"IN-2013-83485","4"
"IN-2013-83688","3"
"IN-2013-83772","3"
"IN-2013-83947","3"
"IN-2013-84479","3"
"IN-2013-84997","3"
"IN-2013-85802","5"
"IN-2013-86061","5"
"IN-2013-86754","4"
"IN-2013-86803","3"
"IN-2014-10020","4"
"IN-2014-10090","4"
"IN-2014-10132","5"
"IN-2014-10223","5"
"IN-2014-10237","4"
"IN-2014-10272","5"
"IN-2014-10293","5"
"IN-2014-10377","4"
"IN-2014-10657","4"
"IN-2014-11259","5"
"IN-2014-11672","4"
"IN-2014-12078","4"
"IN-2014-12358","5"
"IN-2014-12701","5"
"IN-2014-13121","5"
"IN-2014-13184","4"
"IN-2014-13261","4"
"IN-2014-13317","5"
"IN-2014-13331","4"
"IN-2014-13478","5"
"IN-2014-13597","4"
"IN-2014-13709","4"
"IN-2014-13751","5"
"IN-2014-13821","5"
"IN-2014-13912","4"
"IN-2014-13954","5"
"IN-2014-14402","4"
"IN-2014-14850","5"
"IN-2014-15011","5"
"IN-2014-15263","5"
"IN-2014-15403","5"
"IN-2014-15473","4"
"IN-2014-15564","4"
"IN-2014-15585","5"
"IN-2014-15725","5"
"IN-2014-15767","4"
"IN-2014-16082","4"
"IN-2014-16782","4"
"IN-2014-17027","5"
"IN-2014-17223","4"
"IN-2014-17244","4"
"IN-2014-17489","5"
"IN-2014-17552","4"
"IN-2014-17769","5"
"IN-2014-17839","5"
"IN-2014-17874","4"
"IN-2014-17930","4"
"IN-2014-17951","5"
"IN-2014-18238","4"
"IN-2014-18777","4"
"IN-2014-18791","5"
"IN-2014-18889","4"
"IN-2014-19022","5"
"IN-2014-19064","5"
"IN-2014-19169","5"
"IN-2014-19771","5"
"IN-2014-19904","5"
"IN-2014-19925","4"
"IN-2014-19981","5"
"IN-2014-20191","5"
"IN-2014-20198","5"
"IN-2014-20275","5"
"IN-2014-20408","4"
"IN-2014-20415","4"
"IN-2014-20646","5"
"IN-2014-21073","5"
"IN-2014-21115","5"
"IN-2014-21143","4"
"IN-2014-21171","4"
"IN-2014-21241","4"
"IN-2014-21451","4"
"IN-2014-21619","5"
"IN-2014-21731","4"
"IN-2014-21759","5"
"IN-2014-21934","5"
"IN-2014-22228","5"
"IN-2014-22340","4"
"IN-2014-22592","4"
"IN-2014-22907","4"
"IN-2014-23432","4"
"IN-2014-23579","5"
"IN-2014-23621","4"
"IN-2014-23880","4"
"IN-2014-24657","4"
"IN-2014-24853","4"
"IN-2014-24902","5"
"IN-2014-24951","5"
"IN-2014-25028","5"
"IN-2014-25644","4"
"IN-2014-25679","5"
"IN-2014-25854","5"
"IN-2014-25917","4"
"IN-2014-25980","4"
"IN-2014-26078","4"
"IN-2014-26253","4"
"IN-2014-26260","4"
"IN-2014-26407","4"
"IN-2014-26470","4"
"IN-2014-26498","5"
"IN-2014-26533","5"
"IN-2014-26953","5"
"IN-2014-27345","4"
"IN-2014-27891","4"
"IN-2014-27933","4"
"IN-2014-28038","5"
"IN-2014-28157","5"
"IN-2014-28388","5"
"IN-2014-28675","4"
"IN-2014-28948","4"
"IN-2014-29207","5"
"IN-2014-29256","5"
"IN-2014-29753","4"
"IN-2014-29795","5"
"IN-2014-29893","4"
"IN-2014-30173","4"
"IN-2014-30516","4"
"IN-2014-30649","4"
"IN-2014-30817","5"
"IN-2014-30845","5"
"IN-2014-30852","5"
"IN-2014-31370","5"
"IN-2014-31475","5"
"IN-2014-31503","4"
"IN-2014-31559","5"
"IN-2014-31902","5"
"IN-2014-31916","5"
"IN-2014-32028","4"
"IN-2014-32077","4"
"IN-2014-32112","5"
"IN-2014-32266","5"
"IN-2014-32378","5"
"IN-2014-32406","5"
"IN-2014-32637","5"
"IN-2014-32728","4"
"IN-2014-32812","5"
"IN-2014-33498","5"
"IN-2014-33729","4"
"IN-2014-34128","4"
"IN-2014-34163","4"
"IN-2014-34317","5"
"IN-2014-34422","5"
"IN-2014-34429","4"
"IN-2014-34632","4"
"IN-2014-34653","4"
"IN-2014-34723","5"
"IN-2014-34863","4"
"IN-2014-34870","4"
"IN-2014-35171","4"
"IN-2014-35297","4"
"IN-2014-35311","5"
"IN-2014-36039","5"
"IN-2014-36452","4"
"IN-2014-36627","5"
"IN-2014-36683","5"
"IN-2014-37117","4"
"IN-2014-38195","5"
"IN-2014-38356","5"
"IN-2014-38531","5"
"IN-2014-38664","4"
"IN-2014-39301","4"
"IN-2014-39371","4"
"IN-2014-39693","4"
"IN-2014-39826","4"
"IN-2014-40428","4"
"IN-2014-40484","5"
"IN-2014-40967","5"
"IN-2014-41121","5"
"IN-2014-41163","5"
"IN-2014-41275","5"
"IN-2014-41436","5"
"IN-2014-41527","4"
"IN-2014-41723","4"
"IN-2014-41891","5"
"IN-2014-41898","5"
"IN-2014-41954","4"
"IN-2014-42374","4"
"IN-2014-42402","4"
"IN-2014-42808","4"
"IN-2014-43410","5"
"IN-2014-44236","4"
"IN-2014-44264","5"
"IN-2014-44334","5"
"IN-2014-44397","4"
"IN-2014-45174","4"
"IN-2014-45426","4"
"IN-2014-45573","5"
"IN-2014-45601","5"
"IN-2014-45755","4"
"IN-2014-46140","5"
"IN-2014-46343","5"
"IN-2014-46420","4"
"IN-2014-46665","5"
"IN-2014-47120","4"
"IN-2014-47134","4"
"IN-2014-47449","5"
"IN-2014-47463","5"
"IN-2014-47806","4"
"IN-2014-47946","4"
"IN-2014-48086","5"
"IN-2014-48625","4"
"IN-2014-48940","5"
"IN-2014-49150","4"
"IN-2014-49171","5"
"IN-2014-49472","4"
"IN-2014-50011","5"
"IN-2014-50179","5"
"IN-2014-50627","4"
"IN-2014-50795","4"
"IN-2014-51194","4"
"IN-2014-51222","4"
"IN-2014-51607","4"
"IN-2014-51719","4"
"IN-2014-52272","5"
"IN-2014-52384","4"
"IN-2014-52930","4"
"IN-2014-52958","5"
"IN-2014-53077","4"
"IN-2014-53574","5"
"IN-2014-53707","5"
"IN-2014-54050","5"
"IN-2014-54148","5"
"IN-2014-54547","4"
"IN-2014-54582","5"
"IN-2014-54967","5"
"IN-2014-55191","5"
"IN-2014-55471","5"
"IN-2014-56164","4"
"IN-2014-56206","5"
"IN-2014-56801","5"
"IN-2014-56920","5"
"IN-2014-56962","5"
"IN-2014-57158","5"
"IN-2014-57172","5"
"IN-2014-57410","5"
"IN-2014-57529","5"
"IN-2014-57564","5"
"IN-2014-58236","5"
"IN-2014-58306","4"
"IN-2014-58460","4"
"IN-2014-58635","4"
"IN-2014-58733","5"
"IN-2014-59069","4"
"IN-2014-59475","5"
"IN-2014-59727","5"
"IN-2014-59762","5"
"IN-2014-59944","4"
"IN-2014-60168","5"
"IN-2014-60350","5"
"IN-2014-61113","4"
"IN-2014-61204","5"
"IN-2014-61211","4"
"IN-2014-61260","5"
"IN-2014-61414","4"
"IN-2014-61813","4"
"IN-2014-61820","4"
"IN-2014-61869","4"
"IN-2014-61939","5"
"IN-2014-62135","4"
"IN-2014-62156","4"
"IN-2014-62338","4"
"IN-2014-62366","4"
"IN-2014-62667","5"
"IN-2014-62730","5"
"IN-2014-63059","5"
"IN-2014-63850","5"
"IN-2014-64074","5"
"IN-2014-64186","5"
"IN-2014-64347","5"
"IN-2014-64501","5"
"IN-2014-64760","4"
"IN-2014-65131","5"
"IN-2014-65299","4"
"IN-2014-65334","4"
"IN-2014-65418","4"
"IN-2014-65817","4"
"IN-2014-65936","4"
"IN-2014-65992","4"
"IN-2014-66139","5"
"IN-2014-66566","4"
"IN-2014-66594","5"
"IN-2014-66755","5"
"IN-2014-66797","4"
"IN-2014-66853","4"
"IN-2014-67189","4"
"IN-2014-67462","4"
"IN-2014-67504","4"
"IN-2014-68008","4"
"IN-2014-68057","5"
"IN-2014-68092","5"
"IN-2014-68309","5"
"IN-2014-68337","4"
"IN-2014-69205","4"
"IN-2014-69457","5"
"IN-2014-69527","4"
"IN-2014-69646","4"
"IN-2014-69793","4"
"IN-2014-69856","5"
"IN-2014-70262","4"
"IN-2014-70276","4"
"IN-2014-70871","5"
"IN-2014-71004","5"
"IN-2014-71067","5"
"IN-2014-71235","4"
"IN-2014-71256","4"
"IN-2014-71291","4"
"IN-2014-71613","4"
"IN-2014-72348","4"
"IN-2014-72565","5"
"IN-2014-73048","4"
"IN-2014-73265","5"
"IN-2014-73314","5"
"IN-2014-73447","5"
"IN-2014-73587","5"
"IN-2014-73594","4"
"IN-2014-74224","5"
"IN-2014-74301","5"
"IN-2014-74504","4"
"IN-2014-74588","4"
"IN-2014-75029","4"
"IN-2014-75785","5"
"IN-2014-76016","5"
"IN-2014-76247","4"
"IN-2014-76415","5"
"IN-2014-76674","4"
"IN-2014-76716","4"
"IN-2014-77017","5"
"IN-2014-77059","5"
"IN-2014-77605","4"
"IN-2014-77941","5"
"IN-2014-78116","4"
"IN-2014-78151","4"
"IN-2014-78368","4"
"IN-2014-78396","4"
"IN-2014-78522","4"
"IN-2014-79019","4"
"IN-2014-79096","4"
"IN-2014-79327","5"
"IN-2014-79383","5"
"IN-2014-79775","5"
"IN-2014-79866","5"
"IN-2014-80293","5"
